sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),petal_to_sepal_length_ratio,petal_to_sepal_width_ratio,sepal_length_to_width_ratio,petal_length_to_width_ratio,sepal_area,petal_area,sepal length (cm)_squared,sepal width (cm)_squared,petal length (cm)_squared,petal width (cm)_squared,petal_to_sepal_length_ratio_squared,petal_to_sepal_width_ratio_squared,sepal_length_to_width_ratio_squared,petal_length_to_width_ratio_squared,sepal_area_squared,petal_area_squared,sepal length (cm)_sepal width (cm)_interaction,sepal length (cm)_petal length (cm)_interaction,sepal length (cm)_petal width (cm)_interaction,sepal length (cm)_petal_to_sepal_length_ratio_interaction,sepal length (cm)_petal_to_sepal_width_ratio_interaction,sepal length (cm)_sepal_length_to_width_ratio_interaction,sepal length (cm)_petal_length_to_width_ratio_interaction,sepal length (cm)_sepal_area_interaction,sepal length (cm)_petal_area_interaction,sepal width (cm)_petal length (cm)_interaction,sepal width (cm)_petal width (cm)_interaction,sepal width (cm)_petal_to_sepal_length_ratio_interaction,sepal width (cm)_petal_to_sepal_width_ratio_interaction,sepal width (cm)_sepal_length_to_width_ratio_interaction,sepal width (cm)_petal_length_to_width_ratio_interaction,sepal width (cm)_sepal_area_interaction,sepal width (cm)_petal_area_interaction,petal length (cm)_petal width (cm)_interaction,petal length (cm)_petal_to_sepal_length_ratio_interaction,petal length (cm)_petal_to_sepal_width_ratio_interaction,petal length (cm)_sepal_length_to_width_ratio_interaction,petal length (cm)_petal_length_to_width_ratio_interaction,petal length (cm)_sepal_area_interaction,petal length (cm)_petal_area_interaction,petal width (cm)_petal_to_sepal_length_ratio_interaction,petal width (cm)_petal_to_sepal_width_ratio_interaction,petal width (cm)_sepal_length_to_width_ratio_interaction,petal width (cm)_petal_length_to_width_ratio_interaction,petal width (cm)_sepal_area_interaction,petal width (cm)_petal_area_interaction,petal_to_sepal_length_ratio_petal_to_sepal_width_ratio_interaction,petal_to_sepal_length_ratio_sepal_length_to_width_ratio_interaction,petal_to_sepal_length_ratio_petal_length_to_width_ratio_interaction,petal_to_sepal_length_ratio_sepal_area_interaction,petal_to_sepal_length_ratio_petal_area_interaction,petal_to_sepal_width_ratio_sepal_length_to_width_ratio_interaction,petal_to_sepal_width_ratio_petal_length_to_width_ratio_interaction,petal_to_sepal_width_ratio_sepal_area_interaction,petal_to_sepal_width_ratio_petal_area_interaction,sepal_length_to_width_ratio_petal_length_to_width_ratio_interaction,sepal_length_to_width_ratio_sepal_area_interaction,sepal_length_to_width_ratio_petal_area_interaction,petal_length_to_width_ratio_sepal_area_interaction,petal_length_to_width_ratio_petal_area_interaction,sepal_area_petal_area_interaction,target
-0.21099704724264856,-1.3070531196255577,0.6811395560781927,1.0297230653766551,1.0917178766368612,1.4797116489553748,0.7842468682768392,-0.7102884594118112,-1.0774654122489218,0.8447158448720631,-0.27297160010499283,-1.2235804791250156,0.574645104962118,1.0355613867916746,1.2341872006934735,1.9354667263482488,0.7307575794131101,-0.48792534707987156,-0.9919000699370666,0.6128316213499089,-1.0774654122489218,0.35950416316516187,0.6934384790858117,0.6811395560781927,1.0906256894160067,0.3159988002706027,-0.8642291158839265,-0.769084141228646,0.5457454961587226,0.2192853474037154,0.5830346419972424,0.5127264311056218,1.0297230653766551,-0.21099704724264753,-0.7826692226003336,-1.1996659658221505,0.48070686627811315,0.8447158448720631,0.8909292458729217,1.2432969683386579,0.7215555773485218,-0.16382248548902922,0.010930847191731043,0.6494701756765702,1.1782471134534571,1.4815990309338047,1.0906256894160067,0.6811395560781927,0.3264910165921837,0.821690464967283,1.628065100597651,1.100235282234628,-0.05147271512027096,0.2192853474037154,0.9574693635874657,1.4586114984771934,1.1002352822346282,0.6934384790858117,1.2096139270356825,-0.6626638034539917,-0.27297160010499283,0.878760912231241,-0.9151626171302008,0.574645104962118,0.25205887247390646,2
0.597454796929181,-0.6239700822333074,1.0158097001670052,1.1598460286806311,1.0825528419020345,1.289027410600857,0.798122734626818,-0.6446436294777049,-0.03488207203554021,1.2068923885121334,0.5338168279599858,-0.6501279154878181,1.061544646653734,1.2534559712120894,1.2199369900035695,1.56187145346062,0.7466609776641601,-0.4654750381060722,-0.1236056742947196,1.1765663991177737,-0.03488207203554021,0.8982275843656838,1.0712502606031356,1.0158097001670052,1.2240484178716733,0.7381323991342341,-0.6164186214082039,0.18287921908651836,1.0787455558805779,0.8041405900920763,0.9510046470699107,0.8861987638957959,1.1598460286806311,0.597454796929181,-0.6530816767133424,-0.36120686939117835,0.9956425620689674,1.2068923885121334,1.1697139607471723,1.3679646238136884,1.0193410365295963,0.43014648915042925,0.6966111629966306,1.181238697708825,1.2954961123706898,1.440710629893633,1.2240484178716733,1.0158097001670052,0.8615680228545736,1.2402144589335589,1.436778759960618,1.100235282234628,0.18417165234770952,0.804140590092076,1.3133778814820334,1.2860404565489836,1.1002352822346282,1.0712502606031356,1.4361834066014874,-0.5385877597922455,0.533816827959985,1.2430455391779434,-0.6378327309290377,1.0615446466537344,0.8760223425992827,2
1.059427279313083,0.2868073009563612,1.183144772211412,1.4200919552885825,1.051823019555852,1.1698497616292822,0.407863993533665,-0.6846013520462912,1.0559953193593892,1.579358038505615,1.0367498740264642,0.2154608598136138,1.3256646810619226,1.721132152407125,1.1724171772446936,1.3406141723905758,0.31456257448337893,-0.4793129381674883,0.9969998538751901,1.8514315989411738,1.0559953193593892,1.2123605874635366,1.4786943387100526,1.183144772211412,1.2726921209544677,0.6919592280999718,-0.5832667157927223,1.129636552000146,1.575208379795832,1.3926741676401138,1.5698632919648527,1.3605933532480214,1.4200919552885825,1.059427279313084,-0.5740479381854809,0.7598886003470531,1.6773737758707854,1.579358038505615,1.2885514724630436,1.3932877413320537,0.9635062629331449,0.47931962046364346,1.3570809112147246,1.6577040983465805,1.5185112422373186,1.5684868831441696,1.2726921209544677,1.183144772211412,1.5890665018026502,1.8208541141061068,1.2996179129446588,0.8595290776812725,0.003464514731400544,1.3926741676401138,1.6612918193244393,0.9919969840252275,0.8595290776812727,1.4786943387100526,1.6940961487749087,-0.7408044129313801,1.036749874026465,1.4177101963996308,-0.454663571324277,1.3256646810619228,1.6490731347873482,2
-0.3264901678386248,-0.3962757364358902,-0.09975744679570368,0.11886232224882425,0.11236845068682738,0.13834666190979936,-0.06313793537186398,-0.6042468110567164,-0.5121409307708213,-0.25004507113087676,-0.3806068921608878,-0.4445505813537279,-0.3470955368566024,-0.19208858884529512,-0.08680671149332604,-0.1810047332970013,-0.16500015140835894,-0.4509395450655821,-0.5456684166964153,-0.5367530309573795,-0.5121409307708213,-0.25261481950682113,-0.06959315809623427,-0.09975744679570368,-0.048835083486985044,-0.24825390842251224,-0.7535772747001834,-0.49259572420378067,-0.3528603863946813,-0.1595831431428332,0.068712930361581,0.03509701671818859,0.11886232224882425,-0.3264901678386248,-0.5929989367868131,-0.5386829203160216,-0.2615591694809539,-0.25004507113087676,-0.2326370404023366,-0.2441171280186025,-0.22461004418740593,-0.7815752546872862,-0.29032365483154743,-0.462360679672403,-0.11772335177418508,-0.18213590794216805,-0.048835083486985044,-0.09975744679570368,-0.10639870332311832,-0.4185522735409563,-0.1104846685158085,-0.06843484194166344,-0.7444872628523392,-0.1595831431428332,-0.39373849096337493,-0.048811600577543725,-0.06843484194166345,-0.06959315809623427,-0.4211527728164263,-0.7733294358261017,-0.3806068921608878,-0.3500531539196036,-0.7020102713501585,-0.3470955368566024,-0.35597249483745014,1
-0.5574764090305753,0.7421959925511945,-1.2711029511065481,-1.0522443474869583,-1.4133916175490553,-1.1225673685886364,-0.8955491875029414,-0.21795223490601373,0.09011429572846236,-1.089636149569222,-0.5901623280219203,0.6915346862293995,-1.1670159914976734,-1.0052074038775738,-1.333268364574149,-1.0829862519638582,-0.9003797850104216,-0.2842431084062886,-0.006205206441989451,-0.8538538434518037,0.09011429572846236,-1.1377652908526383,-1.0178266489632426,-1.2711029511065486,-1.091228340623717,-0.8267578492834154,-0.33634877262203217,-0.25932017943539865,-1.0231377282525205,-1.141698550676119,-0.9390231062578857,-1.3015248328466456,-1.0522443474869583,-0.5574764090305753,-0.09035219662873624,0.3445485435073546,-1.0105801639133623,-1.089636149569222,-1.2618025541372897,-1.140055268683984,-1.1965331156119308,-1.8419882528779112,-1.0189326193683739,-0.9972146396478322,-1.1399213084105655,-1.0582922336792455,-1.091228340623717,-1.2711029511065481,-0.9131157666411849,-0.9393900547885959,-1.184517427455487,-1.3011630878976717,-1.9844929170060481,-1.1416985506761193,-1.060017381209546,-1.116481347977083,-1.3011630878976719,-1.0178266489632426,-0.9813161910038072,-0.5823353371995587,-0.5901623280219206,-1.0718635175266211,-0.15751272245839232,-1.1670159914976737,-0.9502004287190293,0
-0.09550392664667336,-0.6239700822333074,0.7369179134263278,1.5502149185925584,1.1005668756911766,1.6976364927891097,0.27777774650261466,-0.8579893267635504,-0.5121409307708213,1.3056678095048797,-0.16343125863218014,-0.6501279154878181,0.6519672019917613,1.970913749181747,1.2479798711232808,2.3919465331154908,0.17752731841390104,-0.5331428040654069,-0.5456684166964153,1.3461390261201391,-0.5121409307708213,0.43877136955433943,1.1601471503719174,0.7369179134263278,1.3193503667685778,0.06215717519264671,-1.0335907260137842,-0.40019584988576795,0.9540753710836128,0.5466571499148103,1.302248742821094,0.9037361842539553,1.5502149185925584,-0.09550392664667336,-0.8146223161067151,-0.6322612017127572,1.0829374126167608,1.3056678095048797,0.9443599753271668,1.4748226142208576,0.5437958899802269,-0.5696334801485229,0.2836290801353741,1.0661384474808542,1.6803984078790764,2.2292726499540967,1.3193503667685778,0.7369179134263278,0.9403178582046227,1.657312476770477,1.8464055898332987,0.8251424770307935,-0.5962098695498883,0.5466571499148103,1.4242151950225108,1.3823412611964219,0.8251424770307936,1.1601471503719174,1.8980062133819602,-1.0702087601200592,-0.16343125863218014,1.106821455991991,-0.9405886406835211,0.6519672019917613,0.7666482373305848,2
-1.0194488914144781,0.5145016467537773,-1.3268813084546838,-1.31249027409491,-1.4041043823510977,-1.3401037545902257,-1.0730168186278928,1.0621219488090592,-0.4382794407284559,-1.1554864302310528,-0.9864126067409653,0.4498911531244168,-1.1892173856943038,-1.068981428585988,-1.3286715933983646,-1.13200067849445,-1.0386332924541606,0.6266238629419741,-0.48306444364905715,-0.8579989521118615,-0.4382794407284559,-1.2185004084712452,-1.2326607992377991,-1.3268813084546838,-1.275943110262281,-1.0855119705389458,0.961357071230124,-0.7328126388408797,-1.0768346243261198,-1.2299785873083247,-1.2317265193838718,-1.331232666189864,-1.31249027409491,-1.0194488914144781,1.0120295293414219,-0.1149300376857302,-1.0830660666003695,-1.1554864302310528,-1.2751804145165797,-1.1971668327786058,-1.2520787863147924,-0.8228839504999359,-1.1235446942145617,-1.0142516230731844,-1.2176665724947169,-1.1154339563450122,-1.275943110262281,-1.3268813084546838,-1.1500683962212446,-0.9557887802762014,-1.2505575750971216,-1.3272503200489087,-0.4426423651171189,-1.2299785873083247,-1.0807113247578084,-1.2659456050233016,-1.3272503200489087,-1.2326607992377991,-0.9961312206662989,0.8774827494688672,-0.9864126067409653,-1.1190686223605977,0.9062756172388196,-1.189217385694304,-1.0086839741726967,0
0.48196167633320475,-0.3962757364358902,1.0158097001670052,0.7694771387687035,1.1405980618892693,0.7958785183046893,0.5229977983772389,-0.46959074965342146,0.06454685686764376,0.8611784150375209,0.41284618998566097,-0.4445505813537279,1.061544646653734,0.6316592303050527,1.3107907529711718,0.7074501368281576,0.43876530006738396,-0.398526446470943,-0.030450603503361436,0.6364775821152389,0.06454685686764376,0.8571260699416656,0.6823263678647139,1.0158097001670052,0.7294641658377367,0.49446543033825524,-0.39353580980873754,0.19462834103643836,0.7355523505406185,0.9071339661629828,0.6750271432654095,1.0718727222909108,0.7694771387687035,0.48196167633320475,-0.4873989696432166,-0.19946165025285517,0.7555817230625349,0.8611784150375209,1.211896403384573,0.9165817333006467,0.8843840796593554,1.0376763992839388,0.7427912681089119,0.8657191306503326,0.9604547777338477,0.6920299073994446,0.7294641658377369,1.0158097001670052,0.5834826667747115,0.6562772339618728,0.9973844195442677,0.9939925436731472,0.909650839228297,0.9071339661629828,1.0015620402525502,0.7105257785965134,0.9939925436731469,0.6823263678647139,0.7278917703137694,-0.33033382693248053,0.41284618998566164,0.7982192807156411,-0.4313840613600755,1.0615446466537342,0.6330029120724858,2
2.098865364676864,-1.0793587738281407,1.7409283456927664,1.4200919552885825,1.1707514229215996,1.8024080523245585,2.439210774095458,-0.513353969609492,0.5616915013835616,2.052656930762525,2.2797946185657763,-1.0396428643734614,2.3055882869821573,1.721132152407125,1.3585521945084917,2.622613901294839,2.9083088996686093,-0.41622919906677025,0.4623523338551757,2.848141817655079,0.5616915013835616,2.167236842207241,1.8620621758379252,1.7409283456927664,2.3423190425882363,2.8520112047304647,-0.08560560957263191,1.305617347114439,2.4484541521927374,1.2197924292353777,0.9928194203736229,0.7116379842640259,1.4200919552885825,2.098865364676864,-0.6175782394840295,-0.2531078201915008,1.5369485772961347,2.052656930762525,1.8656068734220677,2.5547048057394592,2.643253499371447,1.8377715934329835,1.5868976179826781,2.645044240162271,1.61084260436996,2.1924281567091053,2.342319042588237,1.7409283456927664,1.354574804577279,2.2923174718747608,2.010402941931597,2.1074981689809777,0.7801682830540646,1.2197924292353777,2.2350325552459687,2.710371144616006,2.1074981689809773,1.8620621758379252,2.8781727444196874,0.3370740312033048,2.2797946185657754,3.0394344079759206,-0.35795644177111424,2.3055882869821573,1.8542062735329181,2
-0.09550392664667336,-0.8516644280307235,0.06757762524870257,-0.011260641055151715,0.23589325381237092,0.12373484287880167,0.4640741002754765,-0.4148867247083327,-0.6769088700960965,-0.25004507113087693,-0.16343125863218014,-0.8484920098277287,-0.1748433405034363,-0.32495114032115774,0.057363198522302476,-0.19749298377403546,0.37485787384667896,-0.37549275133205373,-0.681740348151963,-0.5367530309573797,-0.6769088700960965,-0.07206173828702779,-0.12885775127542218,0.06757762524870257,-0.011347215977091488,0.17721387694024265,-0.45952085271647436,-0.49589571971513785,-0.3255450088268071,-0.14303063627429438,-0.15290536814809416,-0.035768477790291485,-0.011260641055151715,-0.09550392664667336,-0.5137306855882899,-0.816075683027773,-0.3223537975410246,-0.25004507113087693,-0.06552510456331638,-0.16960312704502123,0.07871712578302632,-0.12110553868276704,-0.2288287189422344,-0.4152742136700516,-0.15837653938373736,-0.26297274678020977,-0.011347215977091488,0.06757762524870257,-0.2423359191059419,-0.46026207532464836,-0.06561769610216082,0.2443909993782529,-0.06429603468614664,-0.14303063627429438,-0.36130844236259774,0.09132923949625885,0.24439099937825293,-0.12885775127542218,-0.4261071937320791,-0.2603717315011814,-0.16343125863218083,-0.2593309288179346,-0.5669515142968368,-0.17484334050343633,-0.3807923409568116,1
